a","b","c","","d","","e"
[,"in","imhi",".n.",".m.$.sg.$.loc.","0.99",],
[,"ī","ī",".n.",".m.$.pl.$.nom.","0.99",],
[,"ī","ino",".n.",".m.$.pl.$.nom.","0.99",],
[,"in","ī",".n.",".m.$.pl.$.nom.","0.99",],
[,"in","ino",".n.",".m.$.pl.$.nom.","0.99",],
[,"ī","ī",".n.",".m.$.pl.$.voc.","0.3",],
[,"ī","ino",".n.",".m.$.pl.$.voc.","0.3",],
[,"in","ī",".n.",".m.$.pl.$.voc.","0.3",],
[,"in","ino",".n.",".m.$.pl.$.voc.","0.3",],
[,"ī","ī",".n.",".m.$.pl.$.acc.","0.99",],
[,"ī","ino",".n.",".m.$.pl.$.acc.","0.99",],
[,"in","ī",".n.",".m.$.pl.$.acc.","0.99",],
[,"in","ino",".n.",".m.$.pl.$.acc.","0.99",],
[,"ī","inaṃ",".n.",".m.$.pl.$.gen.","0.99",],
[,"in","inaṃ",".n.",".m.$.pl.$.gen.","0.99",],
[,"ī","inaṃ",".n.",".m.$.pl.$.dat.","0.99",],
[,"in","inaṃ",".n.",".m.$.pl.$.dat.","0.99",],
[,"ī","īhi",".n.",".m.$.pl.$.inst.","0.99",],
[,"ī","ībhi",".n.",".m.$.pl.$.inst.","0.99",],
[,"in","īhi",".n.",".m.$.pl.$.inst.","0.99",],
[,"in","ībhi",".n.",".m.$.pl.$.inst.","0.99",],
[,"ī","īhi",".n.",".m.$.pl.$.abl.","0.99",],
[,"ī","ībhi",".n.",".m.$.pl.$.abl.","0.99",],
[,"in","īhi",".n.",".m.$.pl.$.abl.","0.99",],
[,"in","ībhi",".n.",".m.$.pl.$.abl.","0.99",],
[,"ī","īsu",".n.",".m.$.pl.$.loc.","0.99",],
[,"in","īsu",".n.",".m.$.pl.$.loc.","0.99",],
[,"ī","ī",".n.",".f.$.sg.$.nom.","0.99",],
[,"ī","ī",".n.",".f.$.sg.$.voc.","0.3",],
[,"ī","iṃ",".n.",".f.$.sg.$.acc.","0.99",],
[,"ī","iyā",".n.",".f.$.sg.$.gen.","0.99",],
[,"ī","ayā",".n.",".f.$.sg.$.gen.","0.99",],
[,"ī","yā",".n.",".f.$.sg.$.gen.","0.99",],
[,"ī","iyā",".n.",".f.$.sg.$.dat.","0.99",],
[,"ī","ayā",".n.",".f.$.sg.$.dat.","0.99",],
[,"ī","yā",".n.",".f.$.sg.$.dat.","0.99",],
[,"ī","iyā",".n.",".f.$.sg.$.inst.","0.99",],
[,"ī","ayā",".n.",".f.$.sg.$.inst.","0.99",],
[,"ī","yā",".n.",".f.$.sg.$.inst.","0.99",],
[,"ī","iyā",".n.",".f.$.sg.$.abl.","0.99",],
[,"ī","ayā",".n.",".f.$.sg.$.abl.","0.99",],
[,"ī","yā",".n.",".f.$.sg.$.abl.","0.99",],
[,"ī","iyā",".n.",".f.$.sg.$.loc.","0.99",],
[,"ī","ayā",".n.",".f.$.sg.$.loc.","0.99",],
[,"ī","yā",".n.",".f.$.sg.$.loc.","0.99",],
[,"ī","iyaṃ",".n.",".f.$.sg.$.loc.","0.99",],
[,"ī","ayaṃ",".n.",".f.$.sg.$.loc.","0.99",],
[,"ī","yaṃ",".n.",".f.$.sg.$.loc.","0.99",],
[,"ī","ī",".n.",".f.$.pl.$.nom.","0.99",],
[,"ī","iyo",".n.",".f.$.pl.$.nom.","0.99",],
[,"ī","yo",".n.",".f.$.pl.$.nom.","0.99",],
[,"ī","ī",".n.",".f.$.pl.$.voc.","0.3",],
[,"ī","iyo",".n.",".f.$.pl.$.voc.","0.3",],
[,"ī","yo",".n.",".f.$.pl.$.voc.","0.3",],
[,"ī","ī",".n.",".f.$.pl.$.acc.","0.99",],
[,"ī","iyo",".n.",".f.$.pl.$.acc.","0.99",],
[,"ī","yo",".n.",".f.$.pl.$.acc.","0.99",],
[,"ī","īnaṃ",".n.",".f.$.pl.$.gen.","0.99",],
[,"ī","īnaṃ",".n.",".f.$.pl.$.dat.","0.99",],
[,"ī","īhi",".n.",".f.$.pl.$.inst.","0.99",],
[,"ī","ībhi",".n.",".f.$.pl.$.inst.","0.99",],
[,"ī","īhi",".n.",".f.$.pl.$.abl.","0.99",],
[,"ī","ībhi",".n.",".f.$.pl.$.abl.","0.99",],
[,"ī","īsu",".n.",".f.$.pl.$.loc.","0.99",],
[,"u","u",".n.",".m.$.sg.$.nom.","0.99",],
[,"u","u",".n.",".m.$.sg.$.voc.","0.3",],
[,"u","uṃ",".n.",".m.$.sg.$.acc.","0.99",],
[,"u","ussa",".n.",".m.$.sg.$.gen.","0.99",],
[,"u","uno",".n.",".m.$.sg.$.gen.","0.99",],
[,"u","ussa",".n.",".m.$.sg.$.dat.","0.99",],
[,"u","uno",".n.",".m.$.sg.$.dat.","0.99",],
[,"u","unā",".n.",".m.$.sg.$.inst.","0.99",],
[,"u","unā",".n.",".m.$.sg.$.abl.","0.99",],
[,"u","usmā",".n.",".m.$.sg.$.abl.","0.99",],
[,"u","umhā",".n.",".m.$.sg.$.abl.","0.99",],
[,"u","usmiṃ",".n.",".m.$.sg.$.loc.","0.99",],
[,"u","umhi",".n.",".m.$.sg.$.loc.","0.99",],
[,"u","ū",".n.",".m.$.pl.$.nom.","0.99",],
[,"u","avo",".n.",".m.$.pl.$.nom.","0.99",],
[,"u","ū",".n.",".m.$.pl.$.voc.","0.3",],
[,"u","avo",".n.",".m.$.pl.$.voc.","0.3",],
[,"u","ave",".n.",".m.$.pl.$.voc.","0.3",],
[,"u","ū",".n.",".m.$.pl.$.acc.","0.99",],
[,"u","avo",".n.",".m.$.pl.$.acc.","0.99",],
[,"u","ūnaṃ",".n.",".m.$.pl.$.gen.","0.99",],
[,"u","ūnaṃ",".n.",".m.$.pl.$.dat.","0.99",],
[,"u","ūhi",".n.",".m.$.pl.$.inst.","0.99",],
[,"u","ūbhi",".n.",".m.$.pl.$.inst.","0.99",],
[,"u","ūhi",".n.",".m.$.pl.$.abl.","0.99",],
[,"u","ūbhi",".n.",".m.$.pl.$.abl.","0.99",],
[,"u","ūsu",".n.",".m.$.pl.$.loc.","0.99",],
[,"u","u",".n.",".nt.$.sg.$.nom.","0.99",],
[,"u","u",".n.",".nt.$.sg.$.voc.","0.3",],
[,"u","uṃ",".n.",".nt.$.sg.$.acc.","0.99",],
[,"u","ussa",".n.",".nt.$.sg.$.gen.","0.99",],
[,"u","uno",".n.",".nt.$.sg.$.gen.","0.99",],
[,"u","ussa",".n.",".nt.$.sg.$.dat.","0.99",],
[,"u","uno",".n.",".nt.$.sg.$.dat.","0.99",],
[,"u","unā",".n.",".nt.$.sg.$.inst.","0.99",],
[,"u","unā",".n.",".nt.$.sg.$.abl.","0.99",],
[,"u","usmā",".n.",".nt.$.sg.$.abl.","0.99",],
[,"u","umhā",".n.",".nt.$.sg.$.abl.","0.99",],
[,"u","usmiṃ",".n.",".nt.$.sg.$.loc.","0.99",],
[,"u","umhi",".n.",".nt.$.sg.$.loc.","0.99",],
[,"u","ū",".n.",".nt.$.pl.$.nom.","0.99",],
[,"u","ūni",".n.",".nt.$.pl.$.nom.","0.99",],
[,"u","ū",".n.",".nt.$.pl.$.voc.","0.3",],
[,"u","ūni",".n.",".nt.$.pl.$.voc.","0.3",],
[,"u","ū",".n.",".nt.$.pl.$.acc.","0.99",],
[,"u","ūni",".n.",".nt.$.pl.$.acc.","0.99",],
[,"u","ūnaṃ",".n.",".nt.$.pl.$.gen.","0.99",],
[,"u","ūnaṃ",".n.",".nt.$.pl.$.dat.","0.99",],
[,"u","ūhi",".n.",".nt.$.pl.$.inst.","0.99",],
[,"u","ūbhi",".n.",".nt.$.pl.$.inst.","0.99",],
[,"u","ūhi",".n.",".nt.$.pl.$.abl.","0.99",],
[,"u","ūbhi",".n.",".nt.$.pl.$.abl.","0.99",],
[,"u","ūsu",".n.",".nt.$.pl.$.loc.","0.99",],
[,"u","u",".n.",".f.$.sg.$.nom.","0.99",],
[,"u","u",".n.",".f.$.sg.$.voc.","0.3",],
[,"u","uṃ",".n.",".f.$.sg.$.acc.","0.99",],
[,"u","uyā",".n.",".f.$.sg.$.gen.","0.99",],
[,"u","uyā",".n.",".f.$.sg.$.dat.","0.99",],
[,"u","uyā",".n.",".f.$.sg.$.inst.","0.99",],
[,"u","uyā",".n.",".f.$.sg.$.abl.","0.99",],
[,"u","uto",".n.",".f.$.sg.$.abl.","0.99",],
[,"u","uyā",".n.",".f.$.sg.$.loc.","0.99",],
[,"u","uyaṃ",".n.",".f.$.sg.$.loc.","0.99",],
[,"u","ū",".n.",".f.$.pl.$.nom.","0.99",],
[,"u","uyo",".n.",".f.$.pl.$.nom.","0.99",],
[,"u","ūvo",".n.",".f.$.pl.$.nom.","0.99",],
[,"u","ū",".n.",".f.$.pl.$.voc.","0.3",],
[,"u","uyo",".n.",".f.$.pl.$.voc.","0.3",],
[,"u","ū",".n.",".f.$.pl.$.acc.","0.99",],
[,"u","uyo",".n.",".f.$.pl.$.acc.","0.99",],
[,"u","ūnaṃ",".n.",".f.$.pl.$.gen.","0.99",],
[,"u","ūnaṃ",".n.",".f.$.pl.$.dat.","0.99",],
[,"u","ūhi",".n.",".f.$.pl.$.inst.","0.99",],
[,"u","ūbhi",".n.",".f.$.pl.$.inst.","0.99",],
[,"u","ūhi",".n.",".f.$.pl.$.abl.","0.99",],
[,"u","ūbhi",".n.",".f.$.pl.$.abl.","0.99",],
[,"u","ūsu",".n.",".f.$.pl.$.loc.","0.99",],
[,"ū","ū",".n.",".m.$.sg.$.nom.","0.99",],
[,"ū","ū",".n.",".m.$.sg.$.voc.","0.3",],
[,"ū","uṃ",".n.",".m.$.sg.$.acc.","0.99",],
[,"ū","ussa",".n.",".m.$.sg.$.gen.","0.99",],
[,"ū","uno",".n.",".m.$.sg.$.gen.","0.99",],
[,"ū","ussa",".n.",".m.$.sg.$.dat.","0.99",],
[,"ū","uno",".n.",".m.$.sg.$.dat.","0.99",],
[,"ū","unā",".n.",".m.$.sg.$.inst.","0.99",],
[,"ū","unā",".n.",".m.$.sg.$.abl.","0.99",],
[,"ū","usmā",".n.",".m.$.sg.$.abl.","0.99",],
[,"ū","umhā",".n.",".m.$.sg.$.abl.","0.99",],
[,"ū","usmiṃ",".n.",".m.$.sg.$.loc.","0.99",],
[,"ū","umhi",".n.",".m.$.sg.$.loc.","0.99",],
[,"ū","ū",".n.",".m.$.pl.$.nom.","0.99",],
[,"ū","avo",".n.",".m.$.pl.$.nom.","0.99",],
[,"ū","ū",".n.",".m.$.pl.$.voc.","0.3",],
[,"ū","avo",".n.",".m.$.pl.$.voc.","0.3",],
[,"ū","ave",".n.",".m.$.pl.$.voc.","0.3",],
[,"ū","ū",".n.",".m.$.pl.$.acc.","0.99",],
[,"ū","avo",".n.",".m.$.pl.$.acc.","0.99",],
[,"ū","ūnaṃ",".n.",".m.$.pl.$.gen.","0.99",],
[,"ū","ūnaṃ",".n.",".m.$.pl.$.dat.","0.99",],
[,"ū","ūhi",".n.",".m.$.pl.$.inst.","0.99",],
[,"ū","ūbhi",".n.",".m.$.pl.$.inst.","0.99",],
[,"ū","ūhi",".n.",".m.$.pl.$.abl.","0.99",],
[,"ū","ūbhi",".n.",".m.$.pl.$.abl.","0.99",],
[,"ū","ūsu",".n.",".m.$.pl.$.loc.","0.99",],
[,"ū","ū",".n.",".f.$.sg.$.nom.","0.99",],
[,"ū","ū",".n.",".f.$.sg.$.voc.","0.3",],
[,"ū","uṃ",".n.",".f.$.sg.$.acc.","0.99",],
[,"ū","uyā",".n.",".f.$.sg.$.gen.","0.99",],
[,"ū","uyā",".n.",".f.$.sg.$.dat.","0.99",],
[,"ū","uyā",".n.",".f.$.sg.$.inst.","0.99",],
[,"ū","uyā",".n.",".f.$.sg.$.abl.","0.99",],
[,"ū","uto",".n.",".f.$.sg.$.abl.","0.99",],
[,"ū","uyā",".n.",".f.$.sg.$.loc.","0.99",],
[,"ū","uyaṃ",".n.",".f.$.sg.$.loc.","0.99",],
[,"ū","ū",".n.",".f.$.pl.$.nom.","0.99",],
[,"ū","uyo",".n.",".f.$.pl.$.nom.","0.99",],
[,"ū","ū",".n.",".f.$.pl.$.voc.","0.3",],
[,"ū","uyo",".n.",".f.$.pl.$.voc.","0.3",],
[,"ū","ū",".n.",".f.$.pl.$.acc.","0.99",],
[,"ū","uyo",".n.",".f.$.pl.$.acc.","0.99",],
[,"ū","ūnaṃ",".n.",".f.$.pl.$.gen.","0.99",],
[,"ū","ūnaṃ",".n.",".f.$.pl.$.dat.","0.99",],
[,"ū","ūhi",".n.",".f.$.pl.$.inst.","0.99",],
[,"ū","ūbhi",".n.",".f.$.pl.$.inst.","0.99",],
[,"ū","ūhi",".n.",".f.$.pl.$.abl.","0.99",],
[,"ū","ūbhi",".n.",".f.$.pl.$.abl.","0.99",],
[,"ū","ūsu",".n.",".f.$.pl.$.loc.","0.99",],
[,"as","o",".n.",".m.$.sg.$.nom.","0.99",],
[,"as","aṃ",".n.",".m.$.sg.$.nom.","0.99",],
[,"o","o",".n.",".m.$.sg.$.nom.","0.99",],
[,"o","aṃ",".n.",".m.$.sg.$.nom.","0.99",],
[,"as","o",".n.",".m.$.sg.$.voc.","0.3",],
[,"as","aṃ",".n.",".m.$.sg.$.voc.","0.3",],
[,"as","ā",".n.",".m.$.sg.$.voc.","0.3",],
[,"as","a",".n.",".m.$.sg.$.voc.","0.3",],
[,"o","o",".n.",".m.$.sg.$.voc.","0.3",],
[,"o","aṃ",".n.",".m.$.sg.$.voc.","0.3",],
[,"o","ā",".n.",".m.$.sg.$.voc.","0.3",],
[,"o","a",".n.",".m.$.sg.$.voc.","0.3",],
[,"as","o",".n.",".m.$.sg.$.acc.","0.99",],
[,"as","aṃ",".n.",".m.$.sg.$.acc.","0.99",],
[,"o","o",".n.",".m.$.sg.$.acc.","0.99",],
[,"o","aṃ",".n.",".m.$.sg.$.acc.","0.99",],
[,"as","aso",".n.",".m.$.sg.$.gen.","0.99",],
[,"as","assa",".n.",".m.$.sg.$.gen.","0.99",],
[,"o","aso",".n.",".m.$.sg.$.gen.","0.99",],
[,"o","assa",".n.",".m.$.sg.$.gen.","0.99",],
[,"as","aso",".n.",".m.$.sg.$.dat.","0.99",],
[,"as","assa",".n.",".m.$.sg.$.dat.","0.99",],
[,"o","aso",".n.",".m.$.sg.$.dat.","0.99",],
[,"o","assa",".n.",".m.$.sg.$.dat.","0.99",],
[,"as","asā",".n.",".m.$.sg.$.inst.","0.99",],
[,"as","ena",".n.",".m.$.sg.$.inst.","0.99",],
[,"o","asā",".n.",".m.$.sg.$.inst.","0.99",],
[,"o","ena",".n.",".m.$.sg.$.inst.","0.99",],
[,"as","asā",".n.",".m.$.sg.$.abl.","0.99",],
[,"as","asmā",".n.",".m.$.sg.$.abl.","0.99",],
[,"as","amhā",".n.",".m.$.sg.$.abl.","0.99",],
[,"as","ā",".n.",".m.$.sg.$.abl.","0.99",],
[,"o","asā",".n.",".m.$.sg.$.abl.","0.99",],
[,"o","asmā",".n.",".m.$.sg.$.abl.","0.99",],
[,"o","amhā",".n.",".m.$.sg.$.abl.","0.99",],
[,"o","ā",".n.",".m.$.sg.$.abl.","0.99",],
[,"as","asi",".n.",".m.$.sg.$.loc.","0.99",],
[,"as","e",".n.",".m.$.sg.$.loc.","0.99",],
[,"as","asmiṃ",".n.",".m.$.sg.$.loc.","0.99",],
[,"as","amhi",".n.",".m.$.sg.$.loc.","0.99",],
[,"o","asi",".n.",".m.$.sg.$.loc.","0.99",],
[,"o","e",".n.",".m.$.sg.$.loc.","0.99",],
[,"o","asmiṃ",".n.",".m.$.sg.$.loc.","0.99",],
[,"o","amhi",".n.",".m.$.sg.$.loc.","0.99",],
[,"as","ā",".n.",".m.$.pl.$.nom.","0.99",],
[,"o","ā",".n.",".m.$.pl.$.nom.","0.99",],
[,"as","ā",".n.",".m.$.pl.$.voc.","0.3",],
[,"o","ā",".n.",".m.$.pl.$.voc.","0.3",],
[,"as","e",".n.",".m.$.pl.$.acc.","0.99",],
[,"o","e",".n.",".m.$.pl.$.acc.","0.99",],
[,"as","ānaṃ",".n.",".m.$.pl.$.gen.","0.99",],
[,"o","ānaṃ",".n.",".m.$.pl.$.gen.","0.99",],
[,"as","ānaṃ",".n.",".m.$.pl.$.dat.","0.99",],
[,"o","ānaṃ",".n.",".m.$.pl.$.dat.","0.99",],
[,"as","ehi",".n.",".m.$.pl.$.inst.","0.99",],
[,"as","ebhi",".n.",".m.$.pl.$.inst.","0.99",],
[,"o","ehi",".n.",".m.$.pl.$.inst.","0.99",],
[,"o","ebhi",".n.",".m.$.pl.$.inst.","0.99",],
[,"as","ehi",".n.",".m.$.pl.$.abl.","0.99",],
[,"as","ebhi",".n.",".m.$.pl.$.abl.","0.99",],
[,"o","ehi",".n.",".m.$.pl.$.abl.","0.99",],
[,"o","ebhi",".n.",".m.$.pl.$.abl.","0.99",],
[,"as","esu",".n.",".m.$.pl.$.loc.","0.99",],
[,"o","esu",".n.",".m.$.pl.$.loc.","0.99",],
[,"as","o",".n.",".nt.$.sg.$.nom.","0.99",],
[,"as","aṃ",".n.",".nt.$.sg.$.nom.","0.99",],
[,"o","o",".n.",".nt.$.sg.$.nom.","0.99",],
[,"o","aṃ",".n.",".nt.$.sg.$.nom.","0.99",],
[,"as","o",".n.",".nt.$.sg.$.voc.","0.3",],
[,"as","aṃ",".n.",".nt.$.sg.$.voc.","0.3",],
[,"as","ā",".n.",".nt.$.sg.$.voc.","0.3",],
[,"as","a",".n.",".nt.$.sg.$.voc.","0.3",],
[,"o","o",".n.",".nt.$.sg.$.voc.","0.3",],
[,"o","aṃ",".n.",".nt.$.sg.$.voc.","0.3",],
[,"o","ā",".n.",".nt.$.sg.$.voc.","0.3",],
[,"o","a",".n.",".nt.$.sg.$.voc.","0.3",],
[,"as","o",".n.",".nt.$.sg.$.acc.","0.99",],
[,"as","aṃ",".n.",".nt.$.sg.$.acc.","0.99",],
[,"o","o",".n.",".nt.$.sg.$.acc.","0.99",],
[,"o","aṃ",".n.",".nt.$.sg.$.acc.","0.99",],
[,"as","aso",".n.",".nt.$.sg.$.gen.","0.99",],
[,"as","assa",".n.",".nt.$.sg.$.gen.","0.99",],
[,"o","aso",".n.",".nt.$.sg.$.gen.","0.99",],
[,"o","assa",".n.",".nt.$.sg.$.gen.","0.99",],
[,"as","aso",".n.",".nt.$.sg.$.dat.","0.99",],
[,"as","assa",".n.",".nt.$.sg.$.dat.","0.99",],
[,"o","aso",".n.",".nt.$.sg.$.dat.","0.99",],
[,"o","assa",".n.",".nt.$.sg.$.dat.","0.99",],
[,"as","asā",".n.",".nt.$.sg.$.inst.","0.99",],
[,"as","ena",".n.",".nt.$.sg.$.inst.","0.99",],
[,"o","asā",".n.",".nt.$.sg.$.inst.","0.99",],
[,"o","ena",".n.",".nt.$.sg.$.inst.","0.99",],
[,"as","asā",".n.",".nt.$.sg.$.abl.","0.99",],
[,"as","asmā",".n.",".nt.$.sg.$.abl.","0.99",],
[,"as","amhā",".n.",".nt.$.sg.$.abl.","0.99",],
[,"as","ā",".n.",".nt.$.sg.$.abl.","0.99",],
[,"o","asā",".n.",".nt.$.sg.$.abl.","0.99",],
[,"o","asmā",".n.",".nt.$.sg.$.abl.","0.99",],
[,"o","amhā",".n.",".nt.$.sg.$.abl.","0.99",],
[,"o","ā",".n.",".nt.$.sg.$.abl.","0.99",],
[,"as","asi",".n.",".nt.$.sg.$.loc.","0.99",],
[,"as","e",".n.",".nt.$.sg.$.loc.","0.99",],
[,"as","asmiṃ",".n.",".nt.$.sg.$.loc.","0.99",],
[,"as","amhi",".n.",".nt.$.sg.$.loc.","0.99",],
[,"o","asi",".n.",".nt.$.sg.$.loc.","0.99",],
[,"o","e",".n.",".nt.$.sg.$.loc.","0.99",],
[,"o","asmiṃ",".n.",".nt.$.sg.$.loc.","0.99",],
[,"o","amhi",".n.",".nt.$.sg.$.loc.","0.99",],
[,"as","ā",".n.",".nt.$.pl.$.nom.","0.99",],
[,"o","ā",".n.",".nt.$.pl.$.nom.","0.99",],
[,"as","ā",".n.",".nt.$.pl.$.voc.","0.3",],
[,"o","ā",".n.",".nt.$.pl.$.voc.","0.3",],
[,"as","e",".n.",".nt.$.pl.$.acc.","0.99",],
[,"o","e",".n.",".nt.$.pl.$.acc.","0.99",],
[,"as","ānaṃ",".n.",".nt.$.pl.$.gen.","0.99",],
[,"o","ānaṃ",".n.",".nt.$.pl.$.gen.","0.99",],
[,"as","ānaṃ",".n.",".nt.$.pl.$.dat.","0.99",],
[,"o","ānaṃ",".n.",".nt.$.pl.$.dat.","0.99",],
[,"as","ehi",".n.",".nt.$.pl.$.inst.","0.99",],
[,"as","ebhi",".n.",".nt.$.pl.$.inst.","0.99",],
[,"o","ehi",".n.",".nt.$.pl.$.inst.","0.99",],
[,"o","ebhi",".n.",".nt.$.pl.$.inst.","0.99",],
[,"as","ehi",".n.",".nt.$.pl.$.abl.","0.99",],
[,"as","ebhi",".n.",".nt.$.pl.$.abl.","0.99",],
[,"o","ehi",".n.",".nt.$.pl.$.abl.","0.99",],
[,"o","ebhi",".n.",".nt.$.pl.$.abl.","0.99",],
[,"as","esu",".n.",".nt.$.pl.$.loc.","0.99",],
[,"o","esu",".n.",".nt.$.pl.$.loc.","0.99",],
[,"an","ā",".n.",".m.$.sg.$.nom.","0.99",],
[,"an","ā",".n.",".m.$.sg.$.voc.","0.3",],
[,"an","a",".n.",".m.$.sg.$.voc.","0.3",],
[,"an","aṃ",".n.",".m.$.sg.$.acc.","0.99",],
[,"an","ānaṃ",".n.",".m.$.sg.$.acc.","0.99",],
[,"an","anaṃ",".n.",".m.$.sg.$.acc.","0.99",],
[,"an","assa",".n.",".m.$.sg.$.gen.","0.99",],
[,"an","ano",".n.",".m.$.sg.$.gen.","0.99",],
[,"an","assa",".n.",".m.$.sg.$.dat.","0.99",],
[,"an","ano",".n.",".m.$.sg.$.dat.","0.99",],
[,"an","ena",".n.",".m.$.sg.$.inst.","0.99",],
[,"an","anā",".n.",".m.$.sg.$.inst.","0.99",],
[,"an","anā",".n.",".m.$.sg.$.abl.","0.99",],
[,"an","asmā",".n.",".m.$.sg.$.abl.","0.99",],
[,"an","amhā",".n.",".m.$.sg.$.abl.","0.99",],
[,"an","ani",".n.",".m.$.sg.$.loc.","0.99",],
[,"an","asmiṃ",".n.",".m.$.sg.$.loc.","0.99",],
[,"an","amhi",".n.",".m.$.sg.$.loc.","0.99",],
[,"an","ā",".n.",".m.$.pl.$.nom.","0.99",],
[,"an","āno",".n.",".m.$.pl.$.nom.","0.99",],
[,"an","ā",".n.",".m.$.pl.$.voc.","0.3",],
[,"an","āno",".n.",".m.$.pl.$.voc.","0.3",],
[,"an","āno",".n.",".m.$.pl.$.acc.","0.99",],
[,"an","e",".n.",".m.$.pl.$.acc.","0.99",],
[,"an","ānaṃ",".n.",".m.$.pl.$.gen.","0.99",],
[,"an","ānaṃ",".n.",".m.$.pl.$.dat.","0.99",],
[,"an","anehi",".n.",".m.$.pl.$.inst.","0.99",],
[,"an","anebhi",".n.",".m.$.pl.$.inst.","0.99",],
[,"an","anehi",".n.",".m.$.pl.$.abl.","0.99",],
[,"an","anebhi",".n.",".m.$.pl.$.abl.","0.99",],
[,"an","anesu",".n.",".m.$.pl.$.loc.","0.99",],
[,"an","aṃ",".n.",".nt.$.sg.$.nom.","0.99",],
[,"an","a",".n.",".nt.$.sg.$.voc.","0.3",],
[,"an","aṃ",".n.",".nt.$.sg.$.acc.","0.99",],
[,"an","assa",".n.",".nt.$.sg.$.gen.","0.99",],
[,"an","assa",".n.",".nt.$.sg.$.dat.","0.99",],
[,"an","āya",".n.",".nt.$.sg.$.dat.","0.99",],
[,"an","ena",".n.",".nt.$.sg.$.inst.","0.99",],
[,"an","ā",".n.",".nt.$.sg.$.abl.","0.99",],
[,"an","asmā",".n.",".nt.$.sg.$.abl.","0.99",],
[,"an","amhā",".n.",".nt.$.sg.$.abl.","0.99",],
[,"an","ato",".n.",".nt.$.sg.$.abl.","0.99",],
[,"an","e",".n.",".nt.$.sg.$.loc.","0.99",],
[,"an","asmiṃ",".n.",".nt.$.sg.$.loc.","0.99",],
[,"an","amhi",".n.",".nt.$.sg.$.loc.","0.99",],
[,"an","āni",".n.",".nt.$.pl.$.nom.","0.99",],
[,"an","ā",".n.",".nt.$.pl.$.nom.","0.99",],
[,"an","āni",".n.",".nt.$.pl.$.voc.","0.3",],
[,"an","ā",".n.",".nt.$.pl.$.voc.","0.3",],
[,"an","āni",".n.",".nt.$.pl.$.acc.","0.99",],
[,"an","e",".n.",".nt.$.pl.$.acc.","0.99",],
[,"an","ānaṃ",".n.",".nt.$.pl.$.gen.","0.99",],
[,"an","ānaṃ",".n.",".nt.$.pl.$.dat.","0.99",],
[,"an","ehi",".n.",".nt.$.pl.$.inst.","0.99",],
[,"an","ebhi",".n.",".nt.$.pl.$.inst.","0.99",],
[,"an","ehi",".n.",".nt.$.pl.$.abl.","0.99",],
[,"an","ebhi",".n.",".nt.$.pl.$.abl.","0.99",],
[,"an","esu",".n.",".nt.$.pl.$.loc.","0.99",],
[,"ar","ā",".n.",".f.$.sg.$.nom.","0.99",],
[,"ar","ā",".n.",".f.$.sg.$.voc.","0.3",],
[,"ar","aṃ",".n.",".f.$.sg.$.acc.","0.99",],
[,"ar","ānaṃ",".n.",".f.$.sg.$.acc.","0.99",],
[,"ar","assa",".n.",".f.$.sg.$.gen.","0.99",],
[,"ar","ino",".n.",".f.$.sg.$.gen.","0.99",],
[,"ar","assa",".n.",".f.$.sg.$.dat.","0.99",],
[,"ar","ino",".n.",".f.$.sg.$.dat.","0.99",],
[,"ar","ena",".n.",".f.$.sg.$.inst.","0.99",],
[,"ar","inā",".n.",".f.$.sg.$.inst.","0.99",],
[,"ar","asmā",".n.",".f.$.sg.$.abl.","0.99",],
[,"ar","amhā",".n.",".f.$.sg.$.abl.","0.99",],
[,"ar","ini",".n.",".f.$.sg.$.loc.","0.99",],
[,"ar","asmiṃ",".n.",".f.$.sg.$.loc.","0.99",],
[,"ar","amhi",".n.",".f.$.sg.$.loc.","0.99",],
[,"ar","ā",".n.",".f.$.pl.$.nom.","0.99",],
[,"ar","āno",".n.",".f.$.pl.$.nom.","0.99",],
[,"ar","ā",".n.",".f.$.pl.$.voc.","0.3",],
[,"ar","āno",".n.",".f.$.pl.$.voc.","0.3",],
[,"ar","ā",".n.",".f.$.pl.$.acc.","0.99",],
[,"ar","āno",".n.",".f.$.pl.$.acc.","0.99",],
[,"ar","ānaṃ",".n.",".f.$.pl.$.gen.","0.99",],
[,"ar","ānaṃ",".n.",".f.$.pl.$.dat.","0.99",],
[,"ar","ehi",".n.",".f.$.pl.$.inst.","0.99",],
[,"ar","āhi",".n.",".f.$.pl.$.inst.","0.99",],
[,"ar","ehi",".n.",".f.$.pl.$.abl.","0.99",],
[,"ar","āhi",".n.",".f.$.pl.$.abl.","0.99",],
[,"ar","esu",".n.",".f.$.pl.$.loc.","0.99",],
[,"ar","āsu",".n.",".f.$.pl.$.loc.","0.99",],
[,"ar","ā",".n.",".nt.$.sg.$.nom.","0.99",],
[,"ar","ā",".n.",".nt.$.sg.$.voc.","0.3",],
[,"ar","aṃ",".n.",".nt.$.sg.$.acc.","0.99",],
[,"ar","ānaṃ",".n.",".nt.$.sg.$.acc.","0.99",],
[,"ar","assa",".n.",".nt.$.sg.$.gen.","0.99",],
[,"ar","ino",".n.",".nt.$.sg.$.gen.","0.99",],
[,"ar","assa",".n.",".nt.$.sg.$.dat.","0.99",],
[,"ar","ino",".n.",".nt.$.sg.$.dat.","0.99",],
[,"ar","ena",".n.",".nt.$.sg.$.inst.","0.99",],
[,"ar","inā",".n.",".nt.$.sg.$.inst.","0.99",],
